id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desk,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
111307,,12000.0,12000.0,2500.0, 36 months,12.49,401.37,D,D3,ISO MERCHANT SERVICES,9 years,OWN,75000.0,Not Verified,Aug-2007,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=111307,refinancing,credit_card,refinancing credit cards,334xx,FL,15.0,0.0,Apr-1995,680.0,684.0,3.0,78.0,0.0,9.0,0.0,43039.0,93.4,24.0,f,0.0,0.0,14449.2879819828,3010.27,12000.0,2449.29,0.0,0.0,0.0,Jul-2010,402.93,,Jul-2010,679.0,675.0,,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
111227,,20000.0,20000.0,2800.0, 36 months,13.43,678.08,E,E1,Auto motors of miami,6 years,MORTGAGE,145000.0,Not Verified,Aug-2007,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=111227,refinancing,credit_card,refinancing,331xx,FL,10.15,0.0,Jan-1996,680.0,684.0,0.0,,,17.0,0.0,41674.0,74.1,26.0,f,0.0,0.0,20341.460000000006,2846.07,16077.42,4262.24,0.0,1.8,0.0,Feb-2010,678.08,,Mar-2019,724.0,720.0,,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
79924,,7000.0,7000.0,3450.0, 36 months,7.75,218.55,A,A3,,< 1 year,NONE,,Not Verified,Aug-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=79924,"I am borrowing $7,000 for tuition and other expenses. Thank you for helping!",other,Education,100xx,NY,1.0,,,800.0,804.0,,,,,,0.0,,,f,0.0,0.0,7867.6558651746,3877.63,7000.0,867.66,0.0,0.0,0.0,Aug-2010,220.03,Sep-2010,May-2007,804.0,800.0,,,1.0,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
79967,,5000.0,5000.0,3025.0, 36 months,7.43,155.38,A,A2,,< 1 year,NONE,,Not Verified,Aug-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=79967,I will be relocating to Boston next month and am interested in financing my travel and moving expenses with a 3-year loan.,other,Moving expenses,100xx,NY,1.0,,,800.0,804.0,,,,,,0.0,,,f,0.0,0.0,5593.631613638,3384.14,5000.0,593.63,0.0,0.0,0.0,Aug-2010,157.31,Sep-2010,May-2007,804.0,800.0,,,1.0,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
120273,,5000.0,5000.0,2250.0, 36 months,10.91,163.48,C,C3,Crawford Tracey Corporation,< 1 year,RENT,42500.0,Not Verified,Aug-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=120273,This loan is to pay off credit cards that the interest rates have gone too high.,credit_card,Refinance Credit Card,333xx,FL,1.21,0.0,Aug-2005,675.0,679.0,1.0,0.0,0.0,2.0,0.0,1424.0,43.2,3.0,f,0.0,0.0,5885.0934213412,2648.29,5000.0,885.09,0.0,0.0,0.0,Aug-2010,167.97,Sep-2010,Oct-2010,719.0,715.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
120371,,15000.0,15000.0,1000.0, 36 months,12.17,499.45,D,D2,Brookdale Senior Living,1 year,MORTGAGE,83200.0,Not Verified,Aug-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=120371,Need to pay down a high-balance credit card with terrible interest rate.  Need a better rate to accomplish this faster!,credit_card,Re-Fi $15K Credit Card,532xx,WI,17.02,0.0,Oct-1995,710.0,714.0,5.0,73.0,0.0,14.0,0.0,37570.0,59.5,37.0,f,0.0,0.0,17979.738912342702,1198.65,15000.0,2979.74,0.0,0.0,0.0,Aug-2010,499.85,Sep-2010,Oct-2017,749.0,745.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
117045,,3500.0,3500.0,2225.0, 36 months,7.43,108.77,A,A2,self-employed,10+ years,MORTGAGE,300000.0,Not Verified,Aug-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=117045,consolidating several minor loans to get a better interest rate,debt_consolidation,Debt Consolidation,068xx,CT,1.0,0.0,Feb-1984,800.0,804.0,0.0,,,8.0,0.0,150786.0,17.0,18.0,f,0.0,0.0,3915.5214998290003,2489.15,3500.0,415.52,0.0,0.0,0.0,Sep-2010,110.58,Sep-2010,May-2007,804.0,800.0,,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
121673,,4500.0,4500.0,3000.0, 36 months,8.07,141.15,A,A4,neurology associates,< 1 year,RENT,18240.0,Not Verified,Aug-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=121673,student in desperate need of money for tuition and housing for fall 2007,other,tuirtion and housing,302xx,GA,3.29,0.0,Apr-2004,735.0,739.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,f,0.0,0.0,5081.3726864399,3387.58,4500.0,581.37,0.0,0.0,0.0,Aug-2010,143.8,Sep-2010,Oct-2013,599.0,595.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
122065,,3000.0,3000.0,850.0, 36 months,8.38,94.54,A,A5,,< 1 year,RENT,20000.0,Not Verified,Aug-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=122065,I need a loan to go to college. Im going to Cuny John Jay and my parents are unable to give me money till the spring. ,educational,College Loan,100xx,NY,6.72,0.0,Dec-1998,730.0,734.0,9.0,0.0,0.0,4.0,0.0,7021.0,27.4,4.0,f,0.0,0.0,3080.7478226458,872.89,3000.0,80.75,0.0,0.0,0.0,Dec-2007,2797.38,Jan-2008,Mar-2019,614.0,610.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
122515,,1500.0,1500.0,25.0, 36 months,11.86,49.72,D,D1,Sears,5 years,RENT,28000.0,Not Verified,Aug-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=122515,Needing to make care repairs.,other,CAR REPAIRS,336xx,FL,14.31,1.0,Feb-2006,665.0,669.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,2.0,f,0.0,0.0,1805.012432738601,30.08,1500.0,290.01,15.000000001561999,0.0,0.0,Oct-2010,1.3,Oct-2010,Oct-2010,499.0,0.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
122913,,6000.0,6000.0,1600.0, 36 months,14.7,207.11,E,E5,national employment,1 year,MORTGAGE,22000.0,Not Verified,Aug-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=122913,I am lookin g to close out several 'small cards' and newer accounts that have high interest and are hurting my score because of percentage utilized.  I have never paid late and have an excellent job.,debt_consolidation,0 Lates Debt Consolidation. Improve Scre,038xx,NH,20.0,0.0,Jun-2000,665.0,669.0,19.0,0.0,0.0,17.0,0.0,15782.0,36.2,17.0,f,0.0,0.0,7487.68697113119,1996.22,6000.0,1457.69,30.000000009057,0.0,0.0,Sep-2010,172.02,Sep-2010,Mar-2019,669.0,665.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
122934,,3000.0,3000.0,625.0, 36 months,12.49,100.35,D,D3,Thomson Financial,< 1 year,OWN,65000.0,Not Verified,Aug-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=122934,I'm looking to refinance one of my high-interest credit cards at a better rate. I'm a very reliable borrower with a great job and good credit. My payments are NEVER late.,credit_card,Looking to Refinance Credit Card,100xx,NY,14.25,0.0,Jul-1999,665.0,669.0,8.0,56.0,0.0,17.0,0.0,8143.0,60.3,24.0,f,0.0,0.0,3538.287660164001,737.14,3000.0,478.29,60.000000000008,0.0,0.0,Jan-2010,70.29,Jan-2010,Jan-2019,514.0,510.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
123279,,2500.0,2500.0,725.0, 36 months,7.43,77.69,A,A2,Georgia Institue of Technology,< 1 year,RENT,22800.0,Not Verified,Aug-2007,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=123279,"I need a few thousand dollars to pay for the first months rent, a bed for my apartment, a desk, and food until my first paycheck on 8/31/07 and second paycheck on 9/29/07 of which I will be earning a total of $2850.  ",moving,Graduate School Fund,303xx,GA,0.53,0.0,Sep-1997,745.0,749.0,5.0,0.0,0.0,1.0,0.0,416.0,10.4,2.0,f,0.0,0.0,2175.92,628.87,1868.1,279.4,0.0,28.42,0.39,Jan-2010,53.47,Jul-2010,Jul-2010,499.0,0.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
123688,,1800.0,1800.0,775.0, 36 months,17.22,64.38,G,G3,"disabled, student",1 year,RENT,1896.0,Not Verified,Aug-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=123688,"I am a mother of 2 who is going to school to be a nurse.    I want to consolidate and pay educational expenses, this is a great way to do it.   My school loan and Pell grant are due, but do to a hold up at financial aid office it will come after fees are due. Part of this loan will be payed with the expected school money, but some will also be done in payments to build my credit rating.  Household gross income is $27700; I also get $158 Supplemental Security income each month for a disability.  ",debt_consolidation,School expenses - consolidation,853xx,AZ,18.99,0.0,May-2006,640.0,644.0,0.0,0.0,0.0,3.0,0.0,702.0,87.7,3.0,f,0.0,0.0,2173.5775486858993,935.85,1800.0,373.58,0.0,0.0,0.0,Mar-2009,1080.38,Apr-2009,Jul-2009,629.0,625.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
123855,,1800.0,1800.0,300.0, 36 months,14.07,61.58,E,E3,Purdue University,1 year,RENT,10192.0,Not Verified,Aug-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=123855,I am stuck with a 17% APR on my Citibank Credit Card and I think with a loan from Lending Club at a much lower rate I can save myself a lot of money while helping investors make money.,credit_card,Refinancing my Citicard,479xx,IN,5.06,0.0,Aug-2005,635.0,639.0,1.0,0.0,0.0,4.0,0.0,2925.0,97.5,4.0,f,0.0,0.0,2197.265266651199,366.21,1800.0,397.27,0.0,0.0,0.0,Feb-2010,474.05,Mar-2010,Feb-2010,619.0,615.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
131732,,2400.0,2400.0,300.0, 36 months,14.07,82.11,E,E3,A-jack's painting,1 year,RENT,38000.0,Not Verified,Sep-2007,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=131732,"Please, I need to borrow $1500 for fall 2007, against earnings from part-time work and Spring school loan disbursment. ",educational,Student Loan Fall 2007,596xx,MT,18.51,1.0,Nov-1995,650.0,654.0,0.0,8.0,0.0,6.0,0.0,5295.0,83.0,29.0,f,0.0,0.0,1149.54,143.31,815.46,333.38,0.0,0.7,0.0,Dec-2008,82.11,Oct-2009,Mar-2019,579.0,575.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
124049,,2500.0,2500.0,1100.0, 36 months,10.28,81.0,C,C1,retired,1 year,RENT,10920.0,Not Verified,Sep-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=124049,I would like to payoff credit card. This card has been dis-contiued at my request. It is not past due or delinquent. my income is from veterens administration and listed as net. I have very little debt and rent is $145 a month.,credit_card,Credit Card loan ,671xx,KS,7.14,0.0,Oct-1996,690.0,694.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,f,0.0,0.0,2915.7168335401257,1282.92,2500.0,415.72,0.0,0.0,0.0,Sep-2010,83.16,Oct-2010,Sep-2010,769.0,765.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
124260,,3000.0,3000.0,1775.0, 36 months,13.75,102.17,E,E2,PGIII Services,8 years,OWN,7062.0,Not Verified,Sep-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=124260,"I have just 7 courses to complete towards earning my Bachelor of Arts Business Administration and Management.  I must cover that which my Federal Student Loans will not: books, additional tuition, living expenses. Finishing this personal mission is my top priority, and I have excellent prospects awaiting me post graduation. Currently, I have two small lines of high interest credit I will immediately pay off, since they are causing my credit score to go down.  I have also disputed several other items on my credit report and an investigation is pending.  I own my cars outright (3), my house outright (no mortgage), but cannot take out a home equity loan until after I graduate.  This loan will help me complete my degree and move on. ",educational,Need a loan to graduate,320xx,FL,2.38,1.0,Oct-1996,640.0,644.0,0.0,1.0,0.0,4.0,0.0,469.0,93.8,12.0,f,0.0,0.0,3638.3064334734004,2152.66,3000.0,638.31,0.0,0.0,0.0,Jun-2010,245.24,Jul-2010,Jun-2010,529.0,525.0,0.0,,1.0,Individual,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
124624,,4000.0,4000.0,2675.0, 36 months,9.33,127.82,B,B3,,< 1 year,MORTGAGE,50000.0,Not Verified,Sep-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=124624,I will be using the money to buy a car,car,Buying a car,100xx,NY,4.0,0.0,Dec-2004,700.0,704.0,3.0,,,4.0,0.0,6500.0,80.0,3.0,f,0.0,0.0,4600.8517328383,3076.82,4000.0,600.85,0.0,0.0,0.0,Sep-2010,127.9,Oct-2010,Aug-2007,704.0,700.0,,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
125817,,10475.0,10475.0,825.0, 36 months,15.33,364.82,F,F2,Peter J Oliff DDS,< 1 year,RENT,27000.0,Not Verified,Sep-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=125817,"Hi, I am a 21 year old college student with a full-time job.  I unfortunately have too many balances on too many cards at this moment. I haven't been late on anything but I'm afraid of running into a problem if I don't get a loan.  I do want to have a good credit history.  I so far have been managing well but If I could consolidate my balances I'd be better off. I recently broke my leg and was on disability for four months which really threw me off track finacially. Since I haven't had credit for too long & I don't have a very high salary I can't get a loan without a co-signer and my single parent won't co-sign for me. She is afraid I will not be able to pay the loans back. Plus I also help her out financially. I know I can payoff a loan easily. I can afford up to 500 or more dollars to pay toward one bill. My issue is my bills are so spread out I end up paying all of them daily all at once and am constantly broke & struggling till my next check. I am trying my very best here guys but I need help. I have even decided to take some time off school to try & work extra to pay down my debt because I am very stressed by it. Someone please help, I will not let you down. I will pay up ! I don't want to ruin my credit and thats exactly why I am trying to take responsibility and get my situation under better control before it's our of control. I just want a little extra cash in my pockets, one bill, and peace of mind so I can go on with my education & normal life. PLEASE HELP !!!",debt_consolidation,DEBT consolidation...,075xx,NJ,13.02,0.0,Aug-2004,645.0,649.0,0.0,0.0,0.0,9.0,0.0,8742.0,87.4,13.0,f,0.0,0.0,13007.554614950803,1024.46,10475.0,2532.55,0.0,0.0,0.0,Feb-2010,2793.68,Mar-2010,Feb-2010,729.0,725.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
126852,,10475.0,10475.0,600.0, 36 months,15.33,364.82,F,F2,"Dr. Cathy Andricsak, DDS",3 years,RENT,40000.0,Not Verified,Sep-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=126852,I will use the loan to pay off credit card debt with high interest rates and have one monthly payment.,debt_consolidation,Debt consolidation,087xx,NJ,11.76,0.0,Nov-2004,645.0,649.0,2.0,0.0,0.0,8.0,0.0,12274.0,66.3,13.0,f,0.0,0.0,13133.172079112801,752.26,10475.0,2658.17,0.0,0.0,0.0,Sep-2010,365.81,Oct-2010,Sep-2010,579.0,575.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
126925,,3000.0,3000.0,2100.0, 36 months,10.91,98.09,C,C3,Homedepot,1 year,RENT,13000.0,Not Verified,Sep-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=126925,"I need this loan for school expsenes such as books, flight, travel, & computer...",other,Education,321xx,FL,4.62,0.0,Sep-2006,670.0,674.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,f,0.0,0.0,3546.195313756,2482.34,3000.0,531.2,14.999999998297,0.0,0.0,Sep-2010,101.2,Oct-2010,Nov-2018,689.0,685.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
126788,,7500.0,7500.0,5800.0, 36 months,9.33,239.65,B,B3,"Suniland Associates, LTD.",6 years,MORTGAGE,93000.0,Not Verified,Sep-2007,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=126788,"I have been a private Realtor for the past 6 years. I just recently purchased a home that needs work. The work is including Kitchen, both Master and Guest Bathroom, and adding an extended version of the original driveway.  I'm looking for this home to become an investment.  I have just recently purchased this home for $128,000 and when we start on the renovations that this loan will let me do, according to my very good friend that is an appraisor this home will go up in value by 45%.  Because of improvement of Landscaping, guest and master bathroom, kitchen, new counter and cabinets, plumbing, adding 23 ft. of driveway etc.  Looking to make investment doubled. Thanks",home_improvement,Home Improvement/ Investment ,331xx,FL,9.66,0.0,Apr-1995,790.0,794.0,3.0,0.0,0.0,9.0,0.0,128000.0,0.0,18.0,f,0.0,0.0,8104.1541882811,6267.21,7500.0,604.15,0.0,0.0,0.0,Sep-2008,5468.54,,Aug-2008,604.0,600.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
126392,,10000.0,10000.0,2725.0, 36 months,8.07,313.67,A,A4,Tideway Systems,< 1 year,MORTGAGE,173000.0,Not Verified,Sep-2007,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=126392,Car financing,car,Car Loan,531xx,WI,0.72,0.0,Sep-1985,785.0,789.0,3.0,0.0,0.0,14.0,0.0,3054.0,5.6,41.0,f,0.0,0.0,10435.303417750802,2843.62,10000.0,435.3,0.0,0.0,0.0,Apr-2008,8553.6,,Aug-2007,789.0,785.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
126287,,10000.0,10000.0,2925.0, 36 months,11.54,329.95,C,C5,Affinity Marketing Group,9 years,MORTGAGE,225000.0,Not Verified,Sep-2007,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=126287,I will use the money to consolidate debt,debt_consolidation,Personal loan,017xx,MA,20.0,0.0,Jun-1979,725.0,729.0,2.0,0.0,0.0,18.0,0.0,107501.0,44.8,34.0,f,0.0,0.0,11068.4218513026,3237.51,10000.0,1068.42,0.0,0.0,0.0,Oct-2008,7110.05,,Sep-2008,769.0,765.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
126215,,5000.0,5000.0,2100.0, 36 months,7.75,156.11,A,A3,Fidelity Information Services,< 1 year,RENT,45000.0,Not Verified,Sep-2007,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=126215,I have a personal loan with a bank that I have been paying on for the past year. I want to get a better rate for it with Lendng Club.,debt_consolidation,Transfer Personal Loan,445xx,OH,5.0,0.0,Oct-2001,760.0,764.0,2.0,0.0,0.0,8.0,0.0,1359.0,5.6,16.0,f,0.0,0.0,5459.6362231093,2293.05,5000.0,459.64,0.0,0.0,0.0,May-2009,143.94,,May-2009,769.0,765.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
126213,,9500.0,9500.0,3900.0, 36 months,8.07,297.99,A,A4,Holland & Knight,2 years,OWN,63000.0,Not Verified,Sep-2007,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=126213,Purchasing a 33' travel trailer with two slide outs.,other,New Travel Trailer,021xx,MA,3.49,0.0,May-1991,790.0,794.0,1.0,0.0,0.0,13.0,0.0,40384.0,9.2,28.0,f,0.0,0.0,10727.3046262961,4403.84,9500.0,1227.3,0.0,0.0,0.0,Sep-2010,299.36,,Sep-2010,779.0,775.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
