loan_amnt,term,int_rate,installment,emp_length,annual_inc,dti,fico_range_low,fico_range_high,mths_since_last_delinq,mths_since_last_record,last_fico_range_high,last_fico_range_low,earliest_cr_line_age,TotalGain,LoanStatus,LifeOfLoan,PvGain,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_small_business,purpose_vacation,purpose_wedding,initial_list_status_f,application_type_Individual,disbursement_method_Cash,sub_grade
3000.0,36.0,9.96,96.75,1.0,18000.0,15.4,705.0,709.0,0.0,0.0,609.0,605.0,370.0,483.65,0.0,36.0,93.67725673179383,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10
10000.0,36.0,12.8,335.98,2.0,36400.0,18.92,680.0,684.0,41.0,0.0,744.0,740.0,73.0,2074.03,0.0,33.0,437.22834815731875,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,19
1200.0,36.0,9.96,38.7,1.0,32000.0,1.13,675.0,679.0,54.0,0.0,579.0,575.0,63.0,193.11,0.0,37.0,36.41251799284453,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10
5500.0,36.0,8.07,172.53,6.0,54000.0,6.29,740.0,744.0,0.0,0.0,734.0,730.0,168.0,707.58,0.0,35.0,140.8738035396242,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4
3275.0,36.0,9.33,104.65,1.0,62000.0,3.83,700.0,704.0,0.0,0.0,734.0,730.0,122.0,492.31,0.0,36.0,95.35459580611895,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8
8275.0,36.0,9.01,263.19,10.0,120000.0,12.16,740.0,744.0,76.0,0.0,759.0,755.0,320.0,1199.5,0.0,36.0,232.32889372436,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,7
8000.0,36.0,8.38,252.1,1.0,105000.0,9.71,750.0,754.0,0.0,0.0,744.0,740.0,116.0,1013.5,0.0,28.0,249.99237657524083,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5
4275.0,36.0,10.28,138.51,1.0,31000.0,24.81,765.0,769.0,0.0,0.0,769.0,765.0,191.0,107.3,0.0,3.0,92.70136054421769,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11
25000.0,36.0,14.38,194.15,2.0,480000.0,2.4,695.0,699.0,12.0,0.0,649.0,645.0,91.0,1339.31,0.0,36.0,259.40842905708416,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,24
8500.0,36.0,12.49,284.32,8.0,85000.0,6.38,665.0,669.0,15.0,0.0,699.0,695.0,238.0,1735.31,0.0,36.0,336.1089225250681,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,18
3025.0,36.0,10.28,98.01,1.0,90000.0,9.13,695.0,699.0,0.0,0.0,574.0,570.0,109.0,490.87,0.0,31.0,109.90974928103125,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,11
4300.0,36.0,10.91,140.6,1.0,36000.0,9.87,705.0,709.0,0.0,0.0,689.0,685.0,52.0,735.13,0.0,30.0,169.8479024080296,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
5275.0,36.0,8.07,165.47,1.0,55000.0,12.0,795.0,799.0,0.0,0.0,799.0,795.0,289.0,229.77,0.0,7.0,151.66734510523432,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4
2100.0,36.0,7.12,64.96,1.0,110000.0,0.22,810.0,814.0,0.0,0.0,804.0,800.0,533.0,238.45,0.0,36.0,46.18493097838569,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
10000.0,36.0,11.22,328.43,8.0,30000.0,20.4,740.0,744.0,0.0,0.0,744.0,740.0,108.0,273.97,0.0,3.0,236.6951700680272,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,14
2525.0,36.0,13.12,85.23,1.0,40000.0,20.67,690.0,694.0,23.0,0.0,719.0,715.0,173.0,543.02,0.0,36.0,105.1765201085469,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20
6625.0,36.0,11.22,217.59,3.0,57100.0,13.77,680.0,684.0,0.0,0.0,654.0,650.0,72.0,1137.03,0.0,28.0,280.46258701267504,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14
5275.0,36.0,7.43,163.92,9.0,85000.0,2.64,780.0,784.0,0.0,0.0,769.0,765.0,303.0,625.95,0.0,36.0,121.23907547041529,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2
6000.0,36.0,10.28,194.4,1.0,87300.0,10.6,690.0,694.0,0.0,0.0,779.0,775.0,83.0,939.84,0.0,28.0,231.8232217074241,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11
7200.0,36.0,14.67,248.43,3.0,57000.0,20.76,665.0,669.0,8.0,0.0,734.0,730.0,124.0,1743.42,0.0,36.0,337.67973313624327,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,25
6625.0,36.0,11.22,217.59,3.0,50000.0,18.38,705.0,709.0,41.0,0.0,709.0,705.0,111.0,1208.04,0.0,36.0,233.98299022490693,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,14
9000.0,36.0,11.22,295.59,1.0,32400.0,22.15,745.0,749.0,0.0,0.0,814.0,810.0,93.0,1641.12,0.0,36.0,317.8654389903472,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14
6000.0,36.0,10.59,195.27,2.0,19000.0,8.15,690.0,694.0,0.0,0.0,669.0,665.0,102.0,1029.69,0.0,36.0,199.43871494709143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12
9500.0,36.0,8.07,297.99,2.0,90000.0,2.44,790.0,794.0,0.0,0.0,809.0,805.0,287.0,1227.3,0.0,36.0,237.7134233163043,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4
20000.0,36.0,15.65,699.69,6.0,92000.0,1.53,665.0,669.0,34.0,0.0,664.0,660.0,119.0,5188.82,0.0,36.0,1005.012763930666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,28
3775.0,36.0,7.43,117.31,7.0,120000.0,0.0,770.0,774.0,64.0,0.0,794.0,790.0,130.0,416.72,0.0,34.0,85.34106745847689,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2
10250.0,36.0,14.38,352.22,4.0,72000.0,17.83,685.0,689.0,0.0,0.0,729.0,725.0,43.0,1194.37,0.0,11.0,620.6000925065084,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,24
7250.0,36.0,10.59,235.96,5.0,57000.0,7.22,710.0,714.0,0.0,0.0,724.0,720.0,182.0,942.67,0.0,19.0,328.73361150648356,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12
3000.0,36.0,7.43,93.23,10.0,72000.0,11.18,755.0,759.0,0.0,0.0,649.0,645.0,147.0,135.51,0.0,9.0,79.0754615738976,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2
500.0,36.0,8.07,15.69,1.0,18000.0,4.27,720.0,724.0,0.0,0.0,659.0,655.0,48.0,65.03,0.0,37.0,12.26195455996417,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4
24750.0,36.0,9.33,790.86,4.0,60000.0,0.82,765.0,769.0,0.0,0.0,499.0,0.0,69.0,3732.75,0.0,38.0,685.6468294958595,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8
6000.0,36.0,7.43,186.45,10.0,68686.0,6.11,775.0,779.0,0.0,0.0,774.0,770.0,244.0,208.94,0.0,7.0,137.91780948900058,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2
6400.0,36.0,11.54,211.17,5.0,95000.0,1.83,665.0,669.0,0.0,0.0,519.0,515.0,112.0,1375.64,0.0,53.0,181.6368801056674,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15
4800.0,36.0,7.75,149.87,2.0,20000.0,10.26,755.0,759.0,0.0,0.0,764.0,760.0,208.0,362.39,0.0,14.0,160.2591231745059,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3
3600.0,36.0,10.28,116.64,1.0,30000.0,7.88,685.0,689.0,64.0,5.0,674.0,670.0,169.0,598.8499999999998,0.0,36.0,115.99012755884365,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11
15000.0,36.0,10.28,485.99,1.0,88000.0,11.95,700.0,704.0,0.0,0.0,524.0,520.0,167.0,2586.45,0.0,40.0,451.67842850897875,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11
4800.0,36.0,10.28,155.52,1.0,35000.0,7.51,685.0,689.0,52.0,114.0,729.0,725.0,92.0,334.09,0.0,9.0,194.954770549948,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11
5000.0,36.0,7.75,156.11,7.0,52000.0,9.55,765.0,769.0,0.0,0.0,794.0,790.0,426.0,417.79,0.0,16.0,167.26685014806296,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3
12000.0,36.0,10.91,392.36,1.0,35000.0,15.74,690.0,694.0,0.0,0.0,704.0,700.0,50.0,2165.45,0.0,36.0,419.4219282329433,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
18000.0,36.0,11.54,593.92,2.0,27000.0,10.8,680.0,684.0,0.0,0.0,619.0,615.0,166.0,3380.72,0.0,36.0,654.8052835279854,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15
5875.0,36.0,10.91,192.09,7.0,66000.0,19.82,675.0,679.0,9.0,0.0,704.0,700.0,141.0,815.13,0.0,20.0,272.222985599338,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
3000.0,36.0,7.12,92.8,5.0,93000.0,0.0,810.0,814.0,0.0,0.0,769.0,765.0,271.0,339.04,0.0,35.0,67.50028880419765,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
3000.0,36.0,9.96,96.75,2.0,62000.0,11.98,680.0,684.0,0.0,0.0,649.0,645.0,59.0,161.61,0.0,7.0,106.67606581562833,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10
4800.0,36.0,7.75,149.87,1.0,21000.0,6.34,750.0,754.0,0.0,0.0,609.0,605.0,100.0,595.04,0.0,36.0,115.25217584138653,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3
18000.0,36.0,9.01,572.48,10.0,41000.0,15.37,745.0,749.0,30.0,0.0,719.0,715.0,247.0,2609.25,0.0,36.0,505.38071358923423,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7
1500.0,36.0,14.7,51.78,1.0,25000.0,3.84,630.0,634.0,5.0,0.0,689.0,685.0,51.0,164.72,0.0,10.0,90.62221997790681,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,25
19950.0,36.0,9.96,643.36,10.0,116000.0,13.07,725.0,729.0,0.0,0.0,694.0,690.0,346.0,2809.93,0.0,24.0,799.2926553162758,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10
7000.0,36.0,10.59,227.82,3.0,63500.0,8.5,680.0,684.0,0.0,113.0,599.0,595.0,225.0,1174.02,0.0,30.0,271.2511180132425,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12
4000.0,36.0,10.91,130.79,1.0,14400.0,8.92,670.0,674.0,0.0,0.0,734.0,730.0,38.0,708.1999999999998,0.0,36.0,137.1699229142073,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,13
10000.0,36.0,8.38,315.12,1.0,30000.0,4.2,735.0,739.0,0.0,0.0,694.0,690.0,52.0,1121.69,0.0,23.0,331.5332176336844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5
10000.0,36.0,8.07,313.67,6.0,150000.0,5.84,790.0,794.0,0.0,0.0,774.0,770.0,177.0,1291.92,0.0,36.0,250.22954929585256,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4
10000.0,36.0,8.07,313.67,3.0,85000.0,3.11,795.0,799.0,0.0,0.0,764.0,760.0,177.0,1291.92,0.0,36.0,250.22954929585256,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4
25000.0,36.0,9.64,802.47,1.0,78000.0,0.8,730.0,734.0,0.0,0.0,699.0,695.0,71.0,1131.73,0.0,6.0,796.7405236905257,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9
8000.0,36.0,11.86,265.18,2.0,52000.0,11.31,665.0,669.0,0.0,0.0,669.0,665.0,52.0,231.78,0.0,3.0,200.245306122449,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16
25000.0,36.0,9.01,795.11,10.0,57000.0,8.93,820.0,824.0,0.0,0.0,804.0,800.0,319.0,2752.44,0.0,19.0,959.8476048404059,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,7
9850.0,36.0,7.75,307.53,2.0,70000.0,9.09,795.0,799.0,0.0,0.0,659.0,655.0,201.0,611.79,0.0,11.0,317.8888707808777,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3
12375.0,36.0,10.91,404.62,3.0,46713.0,16.39,690.0,694.0,38.0,0.0,644.0,640.0,186.0,2191.09,0.0,36.0,424.3880914968803,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,13
8000.0,36.0,11.54,263.97,1.0,50000.0,8.04,670.0,674.0,11.0,0.0,754.0,750.0,102.0,1505.0,0.0,36.0,291.500612801302,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15
20000.0,36.0,11.22,656.86,10.0,38556.0,14.04,700.0,704.0,0.0,0.0,739.0,735.0,59.0,2583.27,0.0,19.0,900.8536143044264,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14
4000.0,36.0,8.7,126.65,1.0,44000.0,18.71,745.0,749.0,29.0,0.0,709.0,705.0,120.0,559.0299999999997,0.0,36.0,108.27746682678523,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6
9000.0,36.0,10.91,294.27,1.0,80000.0,17.17,675.0,679.0,34.0,0.0,674.0,670.0,127.0,1593.51,0.0,36.0,308.6439478438556,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
12375.0,36.0,10.91,404.62,2.0,80000.0,9.23,685.0,689.0,0.0,103.0,509.0,505.0,84.0,1995.92,0.0,26.0,527.5985481012351,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
12000.0,36.0,11.86,397.77,2.0,150000.0,20.48,685.0,689.0,0.0,0.0,689.0,685.0,147.0,1399.13,0.0,14.0,618.7349182017896,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16
5750.0,36.0,7.43,178.68,1.0,95000.0,1.2,810.0,814.0,0.0,0.0,804.0,800.0,535.0,682.32,0.0,36.0,132.15727450271388,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2
12950.0,36.0,9.96,417.62,1.0,92000.0,6.48,710.0,714.0,0.0,0.0,749.0,745.0,185.0,1823.99,0.0,24.0,518.8391918554319,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,10
4000.0,36.0,10.59,130.18,3.0,62000.0,17.81,680.0,684.0,32.0,0.0,699.0,695.0,209.0,686.46,0.0,36.0,132.959143298061,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12
3000.0,36.0,11.22,98.53,10.0,32904.0,22.79,680.0,684.0,0.0,0.0,499.0,0.0,309.0,547.0399999999997,0.0,36.0,105.95514633011571,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,14
16000.0,36.0,10.91,523.14,1.0,200000.0,10.7,695.0,699.0,59.0,0.0,654.0,650.0,241.0,2832.95,0.0,36.0,548.7087448740522,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
17600.0,36.0,8.7,557.23,1.0,153000.0,0.12,755.0,759.0,0.0,0.0,664.0,660.0,38.0,1320.57,0.0,12.0,649.1843614998775,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6
9600.0,36.0,11.22,315.3,1.0,42500.0,14.6,675.0,679.0,33.0,0.0,529.0,525.0,120.0,1689.55,0.0,32.0,366.9257517491224,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,14
6500.0,36.0,7.75,202.94,10.0,48000.0,13.53,785.0,789.0,0.0,0.0,804.0,800.0,338.0,805.7899999999997,0.0,36.0,156.07194603930975,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3
15000.0,36.0,10.28,485.99,1.0,50000.0,11.88,700.0,704.0,42.0,0.0,654.0,650.0,231.0,2495.31,0.0,36.0,483.31188978685515,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11
10000.0,36.0,8.7,189.97,3.0,24000.0,19.45,755.0,759.0,0.0,0.0,749.0,745.0,128.0,778.26,0.0,28.0,191.96750566694314,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6
11300.0,36.0,12.17,376.24,8.0,33600.0,23.96,710.0,714.0,0.0,0.0,759.0,755.0,100.0,2141.0,0.0,30.0,494.6667379315106,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17
18000.0,36.0,12.17,599.33,3.0,110244.0,18.3,680.0,684.0,0.0,0.0,719.0,715.0,144.0,3557.4900000000016,0.0,35.0,708.2692379012661,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17
25000.0,36.0,11.86,828.69,2.0,52000.0,9.74,710.0,714.0,0.0,0.0,639.0,635.0,160.0,2392.2,0.0,11.0,1242.9980167737551,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,16
18500.0,36.0,10.91,604.88,2.0,52000.0,17.56,705.0,709.0,17.0,0.0,649.0,645.0,265.0,3275.5900000000015,0.0,37.0,617.6401005239591,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
17000.0,36.0,8.7,538.23,1.0,55900.0,11.51,745.0,749.0,0.0,0.0,684.0,680.0,206.0,1867.75,0.0,20.0,623.7587640660553,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6
5400.0,36.0,9.33,172.55,1.0,42000.0,16.09,705.0,709.0,0.0,0.0,669.0,665.0,74.0,494.49,0.0,14.0,218.67748508115966,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8
18500.0,36.0,10.91,604.88,3.0,36000.0,4.67,695.0,699.0,0.0,0.0,714.0,710.0,47.0,1979.98,0.0,14.0,875.6032415438016,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,13
9000.0,36.0,9.96,290.24,8.0,38000.0,3.38,695.0,699.0,0.0,0.0,589.0,585.0,59.0,1448.73,0.0,37.0,273.1702511095938,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10
5000.0,36.0,8.7,158.31,2.0,24000.0,6.15,720.0,724.0,0.0,0.0,699.0,695.0,45.0,681.9,0.0,31.0,152.68290593178492,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,6
12000.0,36.0,10.59,390.54,1.0,30000.0,19.84,700.0,704.0,0.0,0.0,764.0,760.0,68.0,2059.39,0.0,36.0,398.8793667753312,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12
